meal_id,cycle_phase,meal_type,meal_name,description,key_nutrients,calories,iron_mg,magnesium_mg,omega3_g,vitamin_c_mg,prep_time_min,dietary_tags
MEAL-0347,menstrual,snack,Warm Cinnamon Apple Slices (Light Version),Sliced apple baked with cinnamon and a drizzle of almond butter. Provides fiber and comfort.,fiber;vitamin_c;healthy_fats,217,5.7,57.9,1.17,30.1,14,vegan
MEAL-0348,menstrual,snack,Energy Date Balls (High Protein),"Dates, cacao, almond butter, and rolled oats blended and rolled. Natural sugar and iron boost.",iron;magnesium;fiber,104,4.7,111.6,0.59,40.5,5,vegan
MEAL-0349,menstrual,snack,Molasses and Tahini Dip (Quick Prep),"Blackstrap molasses mixed with tahini and sesame seeds. Extremely high in iron, served with crackers.",iron;calcium;magnesium,228,7.2,116.6,0.89,34.5,11,vegan
MEAL-0350,menstrual,snack,Spinach and Cheese Muffin (Family Size),"Mini muffins with spinach and cheddar. Warm, comforting, iron-containing snack.",iron;calcium;protein,138,8.5,118.6,1.16,48.6,15,vegetarian
MEAL-0351,menstrual,lunch,Lentil and Kale Soup (Low Carb),"Hearty red lentil soup with kale, tomatoes, cumin, and turmeric. A warming, iron-rich meal that fights inflammation.",iron;fiber;vitamin_c,513,7.4,67.9,0.6,23.4,25,vegan
MEAL-0352,menstrual,lunch,Salmon Teriyaki Rice Bowl (Seasonal),"Grilled salmon with brown rice, edamame, and steamed broccoli. Excellent omega-3 and iron content.",omega3;iron;protein,540,6.6,89.7,1.11,30.8,20,pescatarian;gluten_free
MEAL-0353,menstrual,lunch,Spinach and Chickpea Curry (Light Version),Chickpeas simmered with spinach in a spiced coconut sauce. Served with basmati rice. Deeply nourishing.,iron;protein;vitamin_c,330,5.4,56.3,0.59,21.1,18,vegan
MEAL-0354,menstrual,lunch,Beef and Broccoli Stir-Fry (High Protein),"Lean beef strips with broccoli, bell pepper, and sesame. High in heme iron and vitamin C for absorption.",iron;protein;vitamin_c,344,7.5,116.2,0.87,43.5,33,gluten_free;dairy_free
MEAL-0355,menstrual,lunch,Mediterranean Sardine Salad (Quick Prep),"Sardines on a bed of mixed greens with olives, tomatoes, and lemon vinaigrette. Omega-3 and iron-packed.",omega3;iron;calcium,398,5.5,53.3,1.13,34.6,23,pescatarian;gluten_free
MEAL-0356,menstrual,lunch,Black Bean and Quinoa Bowl (Family Size),"Black beans with quinoa, roasted red pepper, and avocado. Plant-based iron and complete protein.",iron;protein;fiber,715,5.7,66.8,0.48,40.7,21,vegan;gluten_free
MEAL-0357,menstrual,lunch,Liver Pate Sandwich (Low Carb),Chicken liver pate on wholegrain bread with cornichons and watercress. Highest bioavailable iron source.,iron;vitamin_a;vitamin_b12,653,5.9,86.0,0.58,40.1,31,dairy_free
MEAL-0358,menstrual,dinner,Lamb and Lentil Stew (Seasonal),"Slow-cooked lamb with lentils, carrots, and rosemary. Rich in heme iron and warming spices.",iron;protein;zinc,750,5.5,87.9,1.07,42.9,22,gluten_free;dairy_free
MEAL-0359,menstrual,dinner,Baked Salmon with Sweet Potato (Light Version),Oven-baked salmon fillet with roasted sweet potato and steamed greens. Anti-inflammatory omega-3 powerhouse.,omega3;vitamin_a;iron,584,8.0,88.8,0.94,41.4,35,pescatarian;gluten_free
MEAL-0360,menstrual,dinner,Dark Chocolate Chili Con Carne (High Protein),Black beans and beef in a rich tomato sauce with a square of dark chocolate. Unique iron and magnesium combination.,iron;magnesium;protein,530,5.0,106.3,0.45,32.1,40,gluten_free
MEAL-0361,menstrual,dinner,Tofu and Mushroom Ramen (Quick Prep),"Silken tofu in a ginger-miso broth with shiitake mushrooms, nori, and spring onions. Warm and restorative.",iron;protein;vitamin_b12,361,4.8,117.6,0.8,47.9,44,vegan
MEAL-0362,menstrual,dinner,Chicken Liver Pate with Crostini (Family Size),Smooth chicken liver pate with wholegrain crostini and cornichons. Extremely high in bioavailable iron.,iron;vitamin_a;vitamin_b12,670,4.8,80.3,0.78,41.7,53,dairy_free
MEAL-0363,menstrual,dinner,Venison Steak with Red Cabbage (Low Carb),Pan-seared venison with braised red cabbage and roasted parsnips. Very high in heme iron.,iron;protein;vitamin_c,718,8.4,69.1,0.57,23.9,29,gluten_free;dairy_free
MEAL-0364,menstrual,dinner,Mussels in White Wine Sauce (Seasonal),"Mussels steamed in white wine, garlic, and parsley. Served with crusty bread. Rich in iron and B12.",iron;vitamin_b12;omega3,326,8.5,54.9,0.42,36.6,42,pescatarian
MEAL-0365,follicular,breakfast,Protein Pancakes with Berries (Light Version),"Fluffy pancakes made with protein powder, oats, and eggs. Topped with fresh blueberries and Greek yogurt.",protein;antioxidants;calcium,506,3.4,85.4,0.8,44.2,12,vegetarian
MEAL-0366,follicular,breakfast,Scrambled Eggs with Smoked Turkey (High Protein),"Free-range eggs scrambled with smoked turkey, cherry tomatoes, and wholegrain toast. High-protein energy start.",protein;vitamin_b12;selenium,433,4.5,77.6,0.28,58.3,20,dairy_free
MEAL-0367,follicular,breakfast,Acai Berry Bowl (Quick Prep),"Acai blended with banana and topped with granola, strawberries, and coconut flakes. Antioxidant-rich energy bowl.",antioxidants;vitamin_c;fiber,281,3.8,62.3,0.46,58.0,11,vegan
MEAL-0368,follicular,breakfast,Quinoa Breakfast Porridge (Family Size),"Quinoa cooked in almond milk with cinnamon, walnuts, and fresh pear. Complete protein and sustained energy.",protein;fiber;omega3,276,3.2,100.0,0.78,55.3,22,vegan
MEAL-0369,follicular,breakfast,Greek Yogurt Parfait (Low Carb),"Thick Greek yogurt layered with honey, mixed nuts, and pomegranate seeds. Protein-rich and energizing.",protein;calcium;antioxidants,524,3.0,54.2,0.21,35.3,22,vegetarian;gluten_free
MEAL-0370,follicular,breakfast,Egg White Veggie Scramble (Seasonal),"Egg whites with spinach, mushrooms, and bell peppers. Light, high-protein, energizing.",protein;vitamin_c;iron,360,3.4,57.4,0.45,48.3,14,vegetarian;gluten_free
MEAL-0371,follicular,breakfast,Cottage Cheese and Fruit Bowl (Light Version),"Cottage cheese with fresh peach, walnuts, and a drizzle of honey. Casein protein for sustained energy.",protein;calcium;vitamin_c,518,5.0,45.7,0.43,35.5,21,vegetarian;gluten_free
MEAL-0372,follicular,snack,Boiled Eggs and Cherry Tomatoes (High Protein),"Two boiled eggs with a handful of cherry tomatoes and sea salt. Simple, protein-packed snack.",protein;vitamin_d;lycopene,224,3.7,44.2,0.73,31.1,15,vegetarian;gluten_free
MEAL-0373,follicular,snack,Berries and Almond Butter (Quick Prep),Fresh mixed berries with a tablespoon of almond butter. Antioxidants plus healthy fats.,antioxidants;healthy_fats;vitamin_e,225,4.5,77.3,0.26,39.3,12,vegan;gluten_free
MEAL-0374,follicular,snack,Chicken Jerky Strips (Family Size),Lean chicken jerky with cracked pepper. Portable high-protein snack for active days.,protein;iron;zinc,132,3.5,78.2,0.75,23.0,13,gluten_free;dairy_free
MEAL-0375,follicular,snack,Edamame with Sea Salt (Low Carb),Steamed edamame pods with flaky sea salt. Plant protein and isoflavones.,protein;fiber;isoflavones,235,5.0,50.2,0.67,41.2,11,vegan;gluten_free
MEAL-0376,follicular,snack,Protein Smoothie (Seasonal),"Whey protein blended with banana, spinach, and peanut butter. Quick refuel after morning workout.",protein;potassium;iron,132,4.6,45.8,0.51,48.9,14,vegetarian;gluten_free
MEAL-0377,follicular,snack,Turkey Roll-Ups (Light Version),Sliced turkey breast rolled around cucumber and mustard. Lean protein portable snack.,protein;vitamin_b6;selenium,230,4.4,87.0,0.29,55.3,14,gluten_free;dairy_free
MEAL-0378,follicular,snack,Rice Cake with Tuna (High Protein),Rice cake topped with canned tuna and a squeeze of lemon. Quick protein hit.,protein;omega3;selenium,133,5.1,75.1,0.24,22.9,5,gluten_free;dairy_free
MEAL-0379,follicular,lunch,Grilled Chicken Quinoa Bowl (Quick Prep),"Grilled chicken breast on a bed of quinoa with avocado, black beans, corn, and lime dressing. Complete balanced meal.",protein;fiber;healthy_fats,414,4.2,71.4,0.31,57.3,26,gluten_free;dairy_free
MEAL-0380,follicular,lunch,Tuna Nicoise Salad (Family Size),"Seared tuna with green beans, boiled egg, olives, and new potatoes. Classic protein-rich lunch.",protein;omega3;vitamin_d,621,2.6,90.3,0.78,49.3,28,pescatarian;gluten_free
MEAL-0381,follicular,lunch,Turkey and Avocado Wrap (Low Carb),"Sliced turkey with avocado, lettuce, and mustard in a wholegrain wrap. Lean protein with healthy fats.",protein;healthy_fats;fiber,465,5.3,95.6,0.35,28.4,32,dairy_free
MEAL-0382,follicular,lunch,Egg Fried Rice with Vegetables (Seasonal),"Brown rice stir-fried with eggs, peas, carrots, and spring onions. Quick, energizing, protein-rich.",protein;fiber;vitamin_a,337,5.0,52.2,0.62,53.8,32,vegetarian;dairy_free
MEAL-0383,follicular,lunch,Chicken Caesar Salad (Light Version),"Grilled chicken on romaine lettuce with parmesan, croutons, and Caesar dressing. Satisfying protein lunch.",protein;calcium;vitamin_k,460,3.0,76.6,0.41,29.9,24,omnivore
MEAL-0384,follicular,lunch,Prawn Stir-Fry Noodles (High Protein),"King prawns with rice noodles, pak choi, and chili. Light, protein-rich, energizing.",protein;omega3;vitamin_c,425,3.1,42.2,0.57,59.4,37,pescatarian;dairy_free
MEAL-0385,follicular,lunch,Greek Chicken Souvlaki Bowl (Quick Prep),"Marinated chicken with tzatziki, tomato, cucumber, and wholegrain pitta. Mediterranean protein bowl.",protein;calcium;vitamin_c,489,2.9,92.1,0.41,23.1,21,omnivore
MEAL-0386,follicular,dinner,Grilled Steak with Asparagus (Family Size),Lean sirloin steak with roasted asparagus and sweet potato wedges. Iron and protein to fuel active phases.,protein;iron;vitamin_b6,400,5.0,60.4,0.76,42.7,46,gluten_free;dairy_free
MEAL-0387,follicular,dinner,Chicken Stir-Fry with Cashews (Low Carb),"Chicken breast stir-fried with bell peppers, snap peas, and cashew nuts in a light soy sauce.",protein;vitamin_c;healthy_fats,374,3.2,91.8,0.71,49.5,59,dairy_free
MEAL-0388,follicular,dinner,Baked Cod with Herbed Couscous (Seasonal),"Cod fillet baked with lemon and herbs, served with fluffy couscous and roasted vegetables.",protein;omega3;fiber,578,4.5,90.5,0.24,56.4,52,pescatarian;dairy_free
MEAL-0389,follicular,dinner,Turkey Meatballs with Pasta (Light Version),Lean turkey meatballs in marinara sauce over wholegrain pasta. High protein recovery meal.,protein;lycopene;fiber,390,5.4,58.4,0.66,44.3,47,dairy_free
MEAL-0390,follicular,dinner,Prawn and Vegetable Curry (High Protein),"King prawns in a light coconut curry with spinach, chickpeas, and basmati rice. Lean protein with warming spices.",protein;omega3;iron,529,3.5,68.8,0.42,21.1,52,pescatarian;gluten_free
MEAL-0391,follicular,dinner,Chicken and Sweet Potato Bake (Quick Prep),"Chicken thighs roasted with sweet potato, red onion, and rosemary. Simple one-tray protein dinner.",protein;vitamin_a;vitamin_b6,499,5.3,98.2,0.27,36.0,60,gluten_free;dairy_free
MEAL-0392,follicular,dinner,Salmon Pasta Bake (Family Size),"Flaked salmon with wholegrain pasta, spinach, and a light cheese sauce. Omega-3 and protein combination.",protein;omega3;calcium,441,2.7,56.5,0.76,49.8,27,pescatarian
MEAL-0393,ovulation,breakfast,Green Goddess Smoothie (Low Carb),"Kale, spinach, banana, flaxseed, and green apple blended with coconut water. Antioxidant and zinc-rich start.",antioxidants;zinc;fiber,323,4.1,86.9,0.78,46.2,12,vegan;gluten_free
MEAL-0394,ovulation,breakfast,Avocado Toast with Pumpkin Seeds (Seasonal),"Sourdough toast with mashed avocado, pumpkin seeds, and a squeeze of lime. Zinc and healthy fats.",zinc;healthy_fats;vitamin_e,284,4.9,81.6,0.73,47.4,20,vegan
MEAL-0395,ovulation,breakfast,Nut and Seed Granola Bowl (Light Version),"Homemade granola with almonds, sunflower seeds, and hemp hearts over coconut yogurt. Zinc and antioxidant-packed.",zinc;vitamin_e;fiber,488,4.8,53.1,0.49,31.7,13,vegan
MEAL-0396,ovulation,breakfast,Smoked Salmon Bagel (High Protein),"Wholegrain bagel with smoked salmon, cream cheese, capers, and red onion. Omega-3 and zinc combination.",omega3;zinc;protein,321,5.0,95.8,0.47,33.5,25,pescatarian
MEAL-0397,ovulation,breakfast,Spinach and Mushroom Frittata (Quick Prep),"Eggs baked with spinach, mushrooms, and goat cheese. Rich in zinc and B vitamins.",zinc;vitamin_b12;iron,500,4.0,68.0,0.49,35.0,13,vegetarian;gluten_free
MEAL-0398,ovulation,breakfast,Pumpkin Seed Butter on Toast (Family Size),Wholegrain toast with pumpkin seed butter and sliced banana. High zinc plant-based breakfast.,zinc;magnesium;fiber,450,3.1,51.1,0.34,31.9,17,vegan
MEAL-0399,ovulation,breakfast,Shellfish Omelette (Low Carb),"Omelette with crab meat, chives, and a side of mixed greens. Extremely high zinc content.",zinc;protein;omega3,373,4.2,78.5,0.59,32.5,23,pescatarian;gluten_free
MEAL-0400,ovulation,snack,Oyster Mushroom Crisps (Seasonal),Baked oyster mushroom slices seasoned with nutritional yeast and garlic. Zinc-rich plant-based snack.,zinc;vitamin_b12;fiber,174,2.2,93.8,0.84,52.0,11,vegan;gluten_free
MEAL-0401,ovulation,snack,Mixed Nuts and Seeds (Light Version),"Brazil nuts, pumpkin seeds, sunflower seeds, and walnuts. Selenium, zinc, and omega-3.",zinc;selenium;omega3,203,2.4,72.9,0.58,69.6,5,vegan;gluten_free
MEAL-0402,ovulation,snack,Kale Chips with Tahini (High Protein),Baked kale chips drizzled with lemon tahini. Antioxidants and minerals.,antioxidants;calcium;zinc,144,2.2,88.1,0.84,40.2,5,vegan;gluten_free
MEAL-0403,ovulation,snack,Cucumber and Sesame Bites (Quick Prep),"Cucumber rounds topped with sesame paste, sesame seeds, and a pinch of chili. Refreshing zinc snack.",zinc;calcium;fiber,193,4.2,52.7,0.85,52.4,6,vegan;gluten_free
MEAL-0404,ovulation,snack,Pomegranate and Pistachio Mix (Family Size),Fresh pomegranate seeds with shelled pistachios. Antioxidant and zinc combination.,antioxidants;zinc;vitamin_c,133,4.0,71.0,0.47,68.7,14,vegan;gluten_free
MEAL-0405,ovulation,snack,Cashew and Cacao Bites (Low Carb),Cashews blended with raw cacao and rolled in coconut. Zinc and antioxidant energy bites.,zinc;magnesium;antioxidants,158,2.5,80.5,0.54,59.0,15,vegan;gluten_free
MEAL-0406,ovulation,snack,Seaweed Snack Pack (Seasonal),"Roasted nori sheets with sesame oil. Rich in zinc, iodine, and minerals.",zinc;iodine;iron,174,2.3,103.7,0.43,53.1,5,vegan;gluten_free
MEAL-0407,ovulation,lunch,Prawn and Avocado Salad (Light Version),"Tiger prawns with avocado, mixed leaves, mango, and lime dressing. High in zinc and healthy fats.",zinc;omega3;vitamin_c,429,4.9,62.3,0.81,63.5,36,pescatarian;gluten_free
MEAL-0408,ovulation,lunch,Spinach and Walnut Pesto Pasta (High Protein),Wholegrain pasta with homemade spinach-walnut pesto and cherry tomatoes. Plant-based zinc and antioxidants.,zinc;omega3;antioxidants,473,4.4,84.5,0.39,47.9,28,vegetarian
MEAL-0409,ovulation,lunch,Grilled Lamb Chop Salad (Quick Prep),"Herb-crusted lamb chop on a bed of rocket, pomegranate, and feta. Excellent zinc and iron source.",zinc;iron;protein,627,3.6,103.3,0.65,26.4,18,gluten_free
MEAL-0410,ovulation,lunch,Sushi Bowl with Edamame (Family Size),"Brown rice sushi bowl with salmon, edamame, avocado, and nori. Zinc and omega-3 from multiple sources.",zinc;omega3;protein,457,3.3,62.0,0.81,43.3,32,pescatarian;gluten_free
MEAL-0411,ovulation,lunch,Roasted Beetroot and Goat Cheese Salad (Low Carb),"Roasted beetroot with goat cheese, walnuts, and balsamic glaze on mixed greens. Antioxidant-rich.",antioxidants;zinc;healthy_fats,399,4.2,84.6,0.62,35.5,39,vegetarian;gluten_free
MEAL-0412,ovulation,lunch,Crab and Corn Chowder (Seasonal),Creamy crab and sweetcorn soup with fresh dill. One of the highest zinc lunches.,zinc;protein;vitamin_b12,447,2.7,46.5,0.8,70.0,40,pescatarian;gluten_free
MEAL-0413,ovulation,lunch,Chickpea and Pumpkin Seed Salad (Light Version),"Roasted chickpeas with pumpkin seeds, spinach, and tahini dressing. Plant-based zinc lunch.",zinc;fiber;iron,556,2.9,65.3,0.78,39.1,39,vegan;gluten_free
MEAL-0414,ovulation,dinner,Grilled Oysters with Lemon (High Protein),Fresh oysters grilled with garlic butter and lemon. The highest natural source of zinc available.,zinc;omega3;vitamin_b12,548,2.3,93.1,0.83,54.2,55,pescatarian;gluten_free
MEAL-0415,ovulation,dinner,Roasted Chicken with Root Vegetables (Quick Prep),"Whole roasted chicken thigh with parsnips, carrots, and Brussels sprouts. Zinc and vitamin-rich dinner.",zinc;protein;vitamin_a,392,3.1,73.9,0.43,43.1,47,gluten_free;dairy_free
MEAL-0416,ovulation,dinner,Sesame-Crusted Tuna Steak (Family Size),"Seared tuna steak with sesame crust, bok choy, and soba noodles. Zinc and omega-3 combination.",zinc;omega3;protein,458,2.6,46.3,0.67,55.8,59,pescatarian;dairy_free
MEAL-0417,ovulation,dinner,Stuffed Bell Peppers (Low Carb),"Bell peppers stuffed with quinoa, black beans, corn, and pumpkin seeds. Plant-based zinc and fiber.",zinc;fiber;protein,529,4.0,85.6,0.31,38.0,28,vegan;gluten_free
MEAL-0418,ovulation,dinner,Lamb Kofta with Tabbouleh (Seasonal),Spiced lamb kofta with fresh parsley tabbouleh and tzatziki. Zinc-rich Middle Eastern dinner.,zinc;protein;vitamin_c,638,4.8,59.4,0.84,38.5,23,omnivore
MEAL-0419,ovulation,dinner,Crab Linguine (Light Version),"Fresh crab meat tossed with linguine, chili, garlic, and parsley. Luxurious zinc-rich pasta.",zinc;protein;omega3,582,4.4,100.5,0.49,69.5,21,pescatarian;dairy_free
MEAL-0420,ovulation,dinner,Beef and Cashew Stir-Fry (High Protein),"Beef strips with cashews, broccoli, and oyster sauce over jasmine rice. Double zinc from beef and cashews.",zinc;protein;iron,392,4.7,66.7,0.83,51.6,20,dairy_free
MEAL-0421,luteal,breakfast,Sweet Potato and Banana Smoothie (Quick Prep),"Baked sweet potato, banana, almond milk, and cinnamon blended smooth. Complex carbs and magnesium for PMS support.",magnesium;vitamin_b6;potassium,352,3.3,77.8,0.62,40.8,22,vegan;gluten_free
MEAL-0422,luteal,breakfast,Banana Oat Pancakes (Family Size),Mashed banana pancakes with oats and topped with almond butter and sliced banana. B6 and magnesium-rich.,vitamin_b6;magnesium;fiber,472,3.0,108.9,0.24,37.0,17,vegan
MEAL-0423,luteal,breakfast,Brown Rice Pudding with Cardamom (Low Carb),"Brown rice slow-cooked with oat milk, cardamom, and topped with pistachios. Complex carbs for mood stability.",magnesium;fiber;calcium,550,4.4,82.9,0.57,39.8,19,vegan;gluten_free
MEAL-0424,luteal,breakfast,Chickpea Flour Pancakes (Socca) (Seasonal),Savory chickpea flour pancakes with roasted vegetables and tahini. Magnesium and B6 from chickpeas.,magnesium;vitamin_b6;protein,426,2.1,71.4,0.28,30.1,12,vegan;gluten_free
MEAL-0425,luteal,breakfast,Warm Millet Porridge (Light Version),"Millet cooked with coconut milk, dates, and walnuts. High in magnesium and B vitamins.",magnesium;vitamin_b6;omega3,609,2.6,139.4,0.69,18.4,11,vegan;gluten_free
MEAL-0426,luteal,breakfast,Buckwheat Crepes with Banana (High Protein),Buckwheat crepes filled with sliced banana and almond butter. Magnesium-rich and satisfying.,magnesium;vitamin_b6;fiber,309,4.0,65.9,0.53,25.9,20,vegan;gluten_free
MEAL-0427,luteal,breakfast,Avocado and Black Bean Breakfast Tacos (Quick Prep),"Corn tortillas with black beans, avocado, and salsa. Magnesium from beans and avocado.",magnesium;fiber;vitamin_b6,485,2.3,108.7,0.67,18.0,24,vegan;gluten_free
MEAL-0428,luteal,snack,Dark Chocolate and Banana (Family Size),A square of 85% dark chocolate with a ripe banana. Magnesium and potassium to ease PMS tension.,magnesium;potassium;antioxidants,133,3.3,142.0,0.35,22.8,8,vegan;gluten_free
MEAL-0429,luteal,snack,Roasted Chickpeas (Low Carb),"Crispy roasted chickpeas with cumin and paprika. Magnesium, B6, and satisfying crunch.",magnesium;vitamin_b6;fiber,268,2.9,69.5,0.71,39.4,9,vegan;gluten_free
MEAL-0430,luteal,snack,Yogurt with Sunflower Seeds (Seasonal),Greek yogurt topped with sunflower seeds and a drizzle of honey. Calcium and magnesium.,calcium;magnesium;protein,204,4.1,143.2,0.55,30.4,9,vegetarian;gluten_free
MEAL-0431,luteal,snack,Banana and Walnut Muffin (Light Version),"Wholegrain muffin with banana and walnuts. Complex carbs, B6, and omega-3.",vitamin_b6;omega3;fiber,238,2.8,142.7,0.79,31.7,11,vegetarian
MEAL-0432,luteal,snack,Chamomile Tea with Almond Milk (High Protein),Soothing chamomile tea with warm almond milk and a pinch of cinnamon. Calming and magnesium-supportive.,magnesium;calcium;antioxidants,242,2.6,61.8,0.3,42.1,5,vegan;gluten_free
MEAL-0433,luteal,snack,Pumpkin Seed Clusters (Quick Prep),"Clusters of pumpkin seeds, oats, and dark chocolate. Magnesium and tryptophan for calm.",magnesium;tryptophan;fiber,142,2.2,113.7,0.78,33.5,13,vegan
MEAL-0434,luteal,snack,Frozen Banana Bites (Family Size),"Banana slices dipped in dark chocolate and frozen. Sweet, magnesium-rich treat.",magnesium;potassium;antioxidants,168,4.1,122.3,0.8,23.2,5,vegan;gluten_free
MEAL-0435,luteal,lunch,Sweet Potato and Black Bean Bowl (Low Carb),"Roasted sweet potato with black beans, quinoa, and avocado lime dressing. Complex carbs and magnesium.",magnesium;vitamin_b6;fiber,343,4.1,141.1,0.41,22.3,35,vegan;gluten_free
MEAL-0436,luteal,lunch,Chickpea and Brown Rice Salad (Seasonal),"Chickpeas with brown rice, roasted peppers, and lemon-tahini dressing. B6 and magnesium-rich.",vitamin_b6;magnesium;protein,478,3.9,76.3,0.59,30.7,25,vegan;gluten_free
MEAL-0437,luteal,lunch,Turkey and Sweet Potato Wrap (Light Version),Sliced turkey with mashed sweet potato and spinach in a wholegrain wrap. B6 and complex carbs.,vitamin_b6;magnesium;protein,502,3.1,133.8,0.62,39.5,25,dairy_free
MEAL-0438,luteal,lunch,Mushroom and Barley Soup (High Protein),"Hearty mushroom soup with pearl barley, thyme, and root vegetables. Warming, magnesium-rich comfort food.",magnesium;fiber;vitamin_d,567,2.2,105.5,0.64,31.3,17,vegan
MEAL-0439,luteal,lunch,Baked Falafel Bowl (Quick Prep),"Baked falafel with brown rice, pickled turnip, hummus, and tabbouleh. Magnesium and B6 from chickpeas.",magnesium;vitamin_b6;fiber,455,2.4,109.2,0.61,34.7,21,vegan
MEAL-0440,luteal,lunch,Lentil Dhal with Wholegrain Naan (Family Size),"Yellow lentil dhal with spinach, served with wholegrain naan. Magnesium and B6 from lentils.",magnesium;vitamin_b6;iron,684,3.9,124.3,0.35,27.8,18,vegan
MEAL-0441,luteal,lunch,Brown Rice Sushi Rolls (Low Carb),"Vegetable sushi with brown rice, avocado, and cucumber. Magnesium from brown rice and seaweed.",magnesium;fiber;iodine,603,3.6,67.8,0.24,26.7,21,vegan
MEAL-0442,luteal,dinner,Banana Curry with Brown Rice (Seasonal),Ripe banana and chickpea curry in coconut milk with turmeric. Served over brown rice. B6 and magnesium.,vitamin_b6;magnesium;potassium,439,3.7,117.0,0.39,35.7,60,vegan;gluten_free
MEAL-0443,luteal,dinner,Stuffed Sweet Potatoes (Light Version),"Sweet potatoes stuffed with black beans, corn, avocado, and lime crema. Complex carbs and magnesium-rich.",magnesium;vitamin_b6;fiber,441,4.4,113.9,0.6,28.9,20,vegan;gluten_free
MEAL-0444,luteal,dinner,Salmon with Brown Rice and Broccoli (High Protein),"Baked salmon with brown rice and steamed broccoli. Omega-3, magnesium, and B6 in one plate.",omega3;magnesium;vitamin_b6,506,3.4,93.2,0.67,44.0,49,pescatarian;gluten_free
MEAL-0445,luteal,dinner,Chicken and Chickpea Tagine (Quick Prep),"Slow-cooked chicken with chickpeas, dried apricots, and warming spices over couscous. B6 and magnesium.",vitamin_b6;magnesium;iron,651,2.5,107.2,0.25,24.8,45,dairy_free
MEAL-0446,luteal,dinner,Pumpkin and Sage Risotto (Family Size),"Arborio rice with roasted pumpkin, sage, and parmesan. Rich in magnesium and complex carbs for mood support.",magnesium;vitamin_a;calcium,571,4.0,61.5,0.6,38.2,54,vegetarian;gluten_free
MEAL-0447,luteal,dinner,Black Bean Enchiladas (Low Carb),"Corn tortillas stuffed with black beans, sweet potato, and cheese. Magnesium and complex carbs.",magnesium;vitamin_b6;calcium,651,4.4,65.9,0.23,20.6,29,vegetarian;gluten_free
MEAL-0448,luteal,dinner,Tofu and Vegetable Pad Thai (Seasonal),"Rice noodles with tofu, bean sprouts, peanuts, and lime. Magnesium from tofu and peanuts.",magnesium;protein;vitamin_b6,663,4.3,93.1,0.57,39.6,33,vegan
MEAL-0449,menstrual,breakfast,Iron-Boosted Spinach Omelette (Light Version),"Eggs scrambled with baby spinach, cherry tomatoes, and feta cheese. Rich in iron and protein to support energy during menstruation.",iron;protein;folate,442,6.6,52.9,0.66,48.5,18,vegetarian
MEAL-0450,menstrual,breakfast,Dark Chocolate Overnight Oats (High Protein),"Rolled oats soaked in oat milk with dark chocolate chips, chia seeds, and banana. Provides magnesium and slow-release energy.",magnesium;iron;fiber,394,7.0,94.8,0.64,46.1,13,vegan
MEAL-0451,menstrual,breakfast,Ginger Turmeric Smoothie Bowl (Quick Prep),"Blended mango, banana, ginger, and turmeric with almond milk. Topped with pumpkin seeds and hemp hearts. Anti-inflammatory and soothing.",vitamin_c;iron;omega3,352,4.4,116.0,1.1,45.5,21,vegan
MEAL-0452,menstrual,breakfast,Lentil and Spinach Breakfast Bowl (Family Size),"Red lentils cooked with spinach, cumin, and topped with a poached egg. A warming iron-rich start to the day.",iron;protein;fiber,434,5.3,89.4,0.81,45.9,20,vegetarian
MEAL-0453,menstrual,breakfast,Salmon Avocado Toast (Low Carb),"Smoked salmon on wholegrain toast with avocado, lemon, and black pepper. High in omega-3 for anti-inflammatory support.",omega3;protein;vitamin_d,425,7.3,93.2,1.08,29.5,16,pescatarian
MEAL-0454,menstrual,breakfast,Beetroot and Berry Smoothie (Seasonal),"Beetroot, mixed berries, flaxseed, and oat milk blended. Iron-boosting and refreshing morning drink.",iron;antioxidants;fiber,379,6.3,94.6,0.67,43.6,16,vegan
MEAL-0455,menstrual,breakfast,Fortified Cereal with Dried Apricots (Light Version),"Iron-fortified cereal with dried apricots, pumpkin seeds, and almond milk. Easy iron-rich breakfast.",iron;fiber;vitamin_a,280,8.3,62.1,1.08,44.7,13,vegan
MEAL-0456,menstrual,snack,Trail Mix with Dark Chocolate (High Protein),"Almonds, cashews, dried apricots, pumpkin seeds, and dark chocolate pieces. Iron and magnesium-rich snack.",iron;magnesium;healthy_fats,216,7.0,101.7,1.14,44.0,15,vegan
MEAL-0457,menstrual,snack,Ginger Tea with Honey (Quick Prep),Fresh ginger steeped in hot water with raw honey and lemon. Soothes cramps and aids digestion.,antioxidants;anti_inflammatory,111,5.8,96.6,0.41,18.4,12,vegetarian
MEAL-0458,menstrual,snack,Beetroot Hummus with Veggies (Family Size),Roasted beetroot blended with chickpeas and tahini. Served with carrot and cucumber sticks. Rich in iron and folate.,iron;folate;fiber,193,8.0,72.5,0.54,17.6,12,vegan
MEAL-0459,menstrual,snack,Warm Cinnamon Apple Slices (Low Carb),Sliced apple baked with cinnamon and a drizzle of almond butter. Provides fiber and comfort.,fiber;vitamin_c;healthy_fats,136,8.8,106.6,0.91,25.3,7,vegan
MEAL-0460,menstrual,snack,Energy Date Balls (Seasonal),"Dates, cacao, almond butter, and rolled oats blended and rolled. Natural sugar and iron boost.",iron;magnesium;fiber,185,4.6,51.2,0.62,25.5,9,vegan
